Trail Name,Timestamp
R_r2deg45h0,1730273262.527422
R_r2deg45h0,1730273262.194029
R_r2deg45h0,1730273262.9940522
R_r2deg45h0,1730273262.627359
R_r2deg45h0,1730273262.1273508
R_r2deg45h0,1730273251.594027
R_r2deg45h0,1730273251.127359
R_r2deg45h0,1730273252.1273572
R_r2deg45h0,1730273251.794028
R_r2deg45h0,1730273251.4606917
R_r2deg45h0,1730273252.3273578
R_r2deg45h0,1730273252.627426
R_r2deg45h0,1730273252.9606917
R_r2deg45h0,1730273259.1606922
R_r2deg45h0,1730273259.3273425
R_r2deg45h0,1730273259.7607026
R_r2deg45h0,1730273259.8606913
R_r2deg45h0,1730273260.2940233
R_r2deg45h0,1730273260.360691
R_r2deg45h0,1730273260.5273583
R_r2deg45h0,1730273260.5940282
R_r2deg45h0,1730273260.6606925
R_r2deg45h0,1730273260.794027
R_r2deg45h0,1730273260.8606906
R_r2deg45h0,1730273261.4273436
R_r2deg45h0,1730273262.2273595
R_r2deg45h0,1730273263.6274292
R_r2deg45h0,1730273265.4273508
R_r2deg45h0,1730273265.7274473
R_r2deg45h0,1730273267.994028
R_r2deg45h0,1730273276.4274223
R_r2deg45h0,1730273268.394028
R_r2deg45h0,1730273269.027324
R_r2deg45h0,1730273270.1273572
R_r3deg157h0,1729983178.5066252
R_r3deg157h0,1729983189.573287
R_r3deg157h0,1729983189.5399528
R_r3deg157h0,1729983189.6066227
R_r3deg157h0,1729983208.60667
R_r3deg157h0,1729983208.7399542
R_r3deg157h0,1729983208.873288
R_r3deg157h0,1729983208.1399546
R_r3deg157h0,1729983189.8732889
R_r3deg157h0,1729983208.00665
R_r3deg157h0,1729983208.206564
R_r3deg157h0,1729983208.839955
R_r3deg157h0,1729983208.2399564
R_r3deg157h0,1729983208.639954
R_r3deg157h0,1729983208.9066362
R_r3deg157h0,1729983211.4732728
R_r3deg157h0,1729983214.006632
R_r3deg157h0,1729983214.7732809
R_r3deg157h0,1729983214.8399527
R_r3deg157h0,1729983215.639953
R_r3deg157h0,1729983216.1399517
R_r3deg157h0,1729983216.2066798
R_r3deg157h0,1729983216.273288
R_r3deg157h0,1729983217.8732874
R_r3deg157h0,1729983218.6399522
R_r3deg157h0,1729983218.7065828
R_r3deg157h0,1729983218.7732885
R_r3deg157h0,1729983218.8399527
R_r3deg157h0,1729983218.9399536
R_r3deg157h0,1729983220.9066122
R_r3deg157h0,1729983220.3066306
R_r3deg157h0,1729983220.373377
R_r3deg157h0,1729983220.5732925
R_r3deg157h0,1729983220.8733065
R_r3deg157h0,1729983221.4399507
R_r3deg157h0,1729983221.5399852
R_r3deg157h0,1729983221.639952
R_r3deg157h0,1729983221.7399516
R_r3deg157h0,1729983220.939949
R_r3deg157h0,1729983221.039951
R_r3deg157h0,1729983221.13995
R_r3deg157h0,1729983180.1732974
R_r3deg157h0,1729983180.239953
R_r3deg157h0,1729983180.3399518
R_r3deg157h0,1729983189.7732968
R_r3deg157h0,1729983189.8399532
R_r3deg157h0,1729983172.439953
R_r3deg157h0,1729983172.5732975
R_r3deg157h0,1729983172.8399549
R_r3deg157h0,1729983172.2399518
R_r3deg157h0,1729983172.3399522
R_r3deg157h0,1729983173.3732886
R_r3deg157h0,1729983173.839955
R_r3deg157h0,1729983173.4399543
R_r3deg157h0,1729983173.0066285
R_r3deg157h0,1729983173.6732876
R_r3deg157h0,1729983173.9399543
R_r3deg157h0,1729983172.6399531
R_r3deg157h0,1729983173.5732875
R_r3deg157h0,1729983173.306687
R_r3deg157h0,1729983173.873239
R_r3deg157h0,1729983173.1399765
R_r3deg157h0,1729983173.639954
